customer_id,age,gender,tenure_months,monthly_charges,total_charges,contract_type,payment_method,internet_service,online_security,tech_support,streaming_tv,streaming_movies,paperless_billing,churn
485,33,Female,2,62.67315463636673,129.8015258298486,One year,Electronic check,DSL,No,No,No,No,Yes,1
486,23,Male,72,41.333894252767195,2839.4289781058696,One year,Electronic check,No,Yes,No,Yes,No,No,1
487,35,Female,4,120.0,585.7960713838793,Month-to-month,Electronic check,DSL,Yes,Yes,No,No,Yes,1
488,28,Female,72,98.86859683817516,7126.723405801566,Month-to-month,Electronic check,DSL,No,No,Yes,No,Yes,1
489,70,Male,72,26.60989361969282,1739.0966494425597,Month-to-month,Credit card,Fiber optic,No,No,No,Yes,Yes,0
490,58,Female,37,65.10537270037638,2378.831353869558,One year,Electronic check,No,Yes,Yes,No,No,No,0
491,44,Male,25,39.367337965440036,1030.513600159424,One year,Bank transfer,DSL,No,No,No,No,Yes,1
492,67,Male,20,35.72240736341334,681.1433851707145,Two year,Electronic check,Fiber optic,No,Yes,No,No,Yes,0
493,46,Male,48,43.7087291797843,2070.4294284856287,Month-to-month,Mailed check,DSL,No,No,Yes,No,Yes,0
494,32,Female,8,66.30951314840229,408.03588448249116,Month-to-month,Credit card,No,No,Yes,Yes,No,Yes,1
495,67,Male,15,48.36413573828554,782.1161347824487,Month-to-month,Electronic check,DSL,No,No,No,Yes,No,0
496,53,Male,23,68.08340320103093,1501.0713536217977,Month-to-month,Mailed check,No,No,No,No,Yes,Yes,1
497,29,Male,12,86.74554638785541,825.3020189537616,One year,Mailed check,Fiber optic,No,Yes,No,Yes,Yes,0
498,42,Female,13,92.0355545057825,1159.3364715081332,Month-to-month,Electronic check,Fiber optic,Yes,No,Yes,Yes,No,1
499,31,Female,9,40.662672178186305,464.07902116071205,One year,Mailed check,No,Yes,Yes,No,No,Yes,1
500,24,Female,19,72.61716923701546,1341.033270843299,One year,Mailed check,No,No,No,No,Yes,Yes,0
501,58,Female,45,79.45203313788046,3749.139989716973,Month-to-month,Bank transfer,Fiber optic,No,Yes,No,No,Yes,1
502,73,Female,5,47.36775500882726,279.735569898988,Two year,Credit card,DSL,No,No,No,No,No,0
503,24,Female,65,34.801935412124706,2296.0016180161424,Month-to-month,Bank transfer,Fiber optic,No,No,No,Yes,Yes,1
504,53,Female,28,115.24615764238762,3214.0525873950924,Month-to-month,Electronic check,Fiber optic,Yes,No,Yes,No,Yes,1
505,35,Male,41,63.21719046753835,2585.0761883926434,Two year,Bank transfer,Fiber optic,Yes,Yes,Yes,No,Yes,0
506,37,Male,19,76.75175398236587,1431.940962153001,Two year,Electronic check,Fiber optic,No,No,No,No,Yes,0
507,36,Male,36,58.66687711364459,2081.7806368829524,Month-to-month,Bank transfer,DSL,No,No,No,No,No,1
508,32,Male,1,75.90486254526097,128.99157875197585,Month-to-month,Bank transfer,Fiber optic,No,No,No,Yes,No,1
509,45,Female,40,41.166140011269135,1553.062477471709,Month-to-month,Electronic check,Fiber optic,No,No,No,No,No,0
510,32,Male,1,67.01784438946515,67.01784438946515,Month-to-month,Credit card,DSL,No,No,No,No,No,1
511,49,Male,52,36.64007701071196,1792.9644994694843,Two year,Credit card,Fiber optic,Yes,No,No,No,No,0
512,44,Male,72,59.41520078122523,4482.4599110159315,One year,Credit card,Fiber optic,No,No,No,No,Yes,0
513,41,Male,8,24.027776028562098,245.2564983955548,Month-to-month,Mailed check,Fiber optic,No,Yes,Yes,Yes,Yes,0
514,31,Female,5,31.342501872596703,187.161729530998,Two year,Bank transfer,DSL,No,No,No,Yes,Yes,0
515,36,Female,34,78.00531134769089,2546.429118792147,Month-to-month,Credit card,Fiber optic,Yes,No,No,No,Yes,0
516,56,Female,7,62.33078353507553,498.6497148130116,Month-to-month,Mailed check,DSL,No,Yes,Yes,No,Yes,1
517,52,Male,48,66.63054035738138,3186.608802508973,Two year,Credit card,Fiber optic,No,No,No,No,Yes,0
518,30,Female,2,45.19474317879469,111.8063804707644,Two year,Electronic check,Fiber optic,Yes,No,No,Yes,Yes,0
519,46,Male,3,48.67627869849418,48.67627869849418,Two year,Electronic check,Fiber optic,No,No,No,Yes,Yes,0
520,56,Female,72,52.87274896171149,3822.8648109849846,One year,Credit card,DSL,No,Yes,Yes,Yes,No,1
521,19,Female,26,74.21833049078835,1887.2932389398486,One year,Credit card,Fiber optic,Yes,Yes,Yes,Yes,Yes,1
522,53,Female,45,86.44055287855977,3813.2637638321708,Month-to-month,Credit card,No,No,No,Yes,No,Yes,1
523,35,Female,9,43.42885896630237,464.2703642774462,One year,Credit card,DSL,No,Yes,Yes,No,No,1
524,53,Female,27,38.350247136170964,881.6858918236159,Two year,Electronic check,No,No,No,No,Yes,Yes,0
525,33,Male,21,61.76073761854213,1353.4531164207997,Month-to-month,Electronic check,Fiber optic,No,No,Yes,Yes,Yes,0
526,18,Female,22,39.62361248157286,940.1680879499025,One year,Credit card,Fiber optic,No,Yes,No,Yes,Yes,1
527,20,Male,27,33.53656481651953,817.5228824909032,Month-to-month,Electronic check,DSL,Yes,No,Yes,No,No,0
528,45,Male,20,104.89878770354075,2015.9429079575684,Month-to-month,Bank transfer,DSL,Yes,No,Yes,No,No,0
529,48,Male,13,74.67692103977767,948.4974053904695,One year,Bank transfer,No,Yes,Yes,No,No,Yes,1
530,31,Male,7,79.79324679666453,586.7563486228737,Month-to-month,Electronic check,DSL,No,No,No,No,Yes,0
531,54,Male,35,50.24954319168847,1743.448512527674,One year,Electronic check,DSL,No,Yes,No,Yes,Yes,0
532,20,Female,6,56.36793428424825,381.5638517246775,Month-to-month,Bank transfer,Fiber optic,Yes,No,No,Yes,Yes,1
533,44,Female,28,75.36903345902208,2286.630902106358,Two year,Credit card,DSL,No,No,No,No,No,0
534,26,Female,6,83.09235627824613,447.78246075450534,Month-to-month,Bank transfer,Fiber optic,No,No,No,No,No,1
535,35,Female,23,109.53154121900573,2347.7074509667896,Month-to-month,Bank transfer,Fiber optic,Yes,No,No,No,Yes,1
536,45,Male,32,90.5397206570831,2979.8634193297244,Month-to-month,Mailed check,No,No,No,Yes,No,No,1
537,32,Female,5,100.84838770704297,672.5733961279678,Two year,Electronic check,Fiber optic,No,Yes,No,No,Yes,0
538,39,Female,1,64.79639850115517,104.0732348062676,One year,Electronic check,DSL,No,No,Yes,Yes,No,1
539,60,Male,3,81.07136113812365,134.43921587900414,One year,Mailed check,DSL,No,No,No,No,No,0
540,36,Male,22,86.1119267593971,1882.073152383216,Month-to-month,Electronic check,Fiber optic,No,No,Yes,No,Yes,1
541,57,Female,45,53.62434109839566,2301.2430010066414,Month-to-month,Electronic check,Fiber optic,No,No,No,Yes,No,0
542,28,Female,1,41.75975997908523,106.04530937537999,Month-to-month,Mailed check,No,No,No,No,No,Yes,1
543,52,Male,31,56.24007074794865,1608.3131529165646,One year,Mailed check,Fiber optic,No,No,Yes,No,Yes,0
544,66,Female,10,58.4604267204489,554.591388521669,Month-to-month,Electronic check,DSL,No,No,No,Yes,No,1
545,18,Female,15,38.51599691194028,477.3061710497135,Two year,Bank transfer,No,Yes,No,Yes,No,Yes,0
546,33,Female,63,51.38821129838752,3250.13978031191,One year,Bank transfer,DSL,No,No,Yes,Yes,Yes,1
547,53,Female,9,79.10740313958513,675.3324605424904,Month-to-month,Electronic check,DSL,No,No,No,Yes,No,1
548,41,Male,15,29.7065760408263,463.27485093742087,Month-to-month,Credit card,Fiber optic,Yes,No,No,Yes,No,1
549,50,Male,1,98.16444751229135,100.39950300892791,One year,Electronic check,No,No,No,No,Yes,Yes,1
550,35,Male,2,87.35084016092972,87.35084016092972,Month-to-month,Credit card,Fiber optic,Yes,Yes,No,Yes,Yes,1
551,46,Female,7,64.59434741409699,514.8481382515811,Month-to-month,Electronic check,DSL,No,No,No,Yes,Yes,1
552,42,Female,1,80.67390249090965,80.67390249090965,Month-to-month,Credit card,DSL,Yes,Yes,No,No,Yes,1
553,62,Female,23,79.5285874506402,1730.3046105781345,One year,Electronic check,DSL,Yes,Yes,No,Yes,No,0
554,48,Female,13,85.00121474562226,1329.1084473136686,One year,Credit card,DSL,No,No,Yes,No,Yes,0
555,50,Female,19,80.35731307012374,1574.4319650040636,Month-to-month,Mailed check,DSL,No,No,Yes,Yes,Yes,1
556,38,Male,4,23.987492872426365,80.62391614977491,Month-to-month,Bank transfer,Fiber optic,Yes,No,Yes,No,Yes,0
557,37,Female,8,72.45544109555934,721.163981434657,Month-to-month,Mailed check,No,No,No,No,Yes,Yes,1
558,38,Female,26,70.5351418701595,2018.095249562808,One year,Electronic check,DSL,Yes,No,Yes,Yes,No,0
559,50,Male,72,79.65652513298335,5720.734867343413,Month-to-month,Credit card,DSL,No,Yes,Yes,Yes,Yes,0
560,38,Female,1,60.03961366147037,94.77936230494653,Month-to-month,Electronic check,No,No,No,No,No,Yes,1
561,49,Male,53,82.02082271692234,4248.30332219659,Two year,Credit card,Fiber optic,Yes,No,Yes,No,No,1
562,76,Male,20,96.63268852465886,1917.9344954163762,Two year,Electronic check,No,No,No,No,Yes,Yes,0
563,58,Male,19,31.819390487819952,584.662163892592,Two year,Mailed check,DSL,Yes,No,Yes,Yes,Yes,1
564,40,Male,16,47.28896110301882,775.1060810104665,Two year,Bank transfer,DSL,Yes,No,Yes,Yes,Yes,0
565,63,Male,1,53.60870211473249,86.88474997843352,Month-to-month,Mailed check,Fiber optic,No,No,Yes,Yes,Yes,1
566,38,Female,2,80.71538606116466,217.41361700513534,Month-to-month,Electronic check,Fiber optic,No,Yes,No,No,Yes,1
567,18,Male,22,56.4796333999788,1266.3162004295295,Month-to-month,Credit card,Fiber optic,No,No,No,No,Yes,1
568,29,Male,10,101.77433282242633,896.6690655613469,Month-to-month,Credit card,Fiber optic,No,No,Yes,No,Yes,0
569,18,Female,59,66.14864698256815,3808.9234613974127,Two year,Credit card,DSL,No,No,Yes,Yes,No,0
570,39,Female,12,77.70683140652636,877.841214931949,One year,Mailed check,Fiber optic,No,No,No,No,Yes,1
571,45,Male,3,61.5561617345184,156.44442601123228,One year,Bank transfer,Fiber optic,No,No,No,Yes,No,1
572,70,Female,30,20.0,705.0774290472114,Month-to-month,Mailed check,Fiber optic,No,No,No,Yes,No,0
573,49,Female,8,62.03130505294665,379.9565417382819,Two year,Electronic check,Fiber optic,No,No,No,No,Yes,0
574,41,Male,17,104.26268597654293,1736.7241567841597,Two year,Credit card,Fiber optic,No,No,No,Yes,Yes,1
575,57,Male,28,90.63859365270717,2633.181572097206,Month-to-month,Mailed check,DSL,No,Yes,No,No,Yes,1
576,18,Female,55,76.03336524333741,4151.847340933896,Two year,Mailed check,DSL,No,Yes,No,No,Yes,0
577,48,Male,37,69.79184644575255,2628.339883477127,Month-to-month,Mailed check,Fiber optic,No,Yes,No,Yes,No,1
578,56,Male,27,46.724709408448476,1247.6129497353186,Month-to-month,Bank transfer,DSL,No,Yes,Yes,No,Yes,1
579,22,Female,27,67.52195066675992,1848.7709937349903,One year,Credit card,Fiber optic,No,No,Yes,Yes,No,0
580,62,Male,70,67.75946234938068,4720.315110075694,One year,Bank transfer,No,No,No,Yes,Yes,No,0
581,50,Male,8,53.83701486499715,497.4026661928126,Month-to-month,Mailed check,DSL,No,Yes,Yes,No,Yes,1
582,38,Male,1,65.66056214893092,65.66056214893092,Month-to-month,Credit card,DSL,No,No,Yes,No,Yes,1
583,54,Male,7,40.426137871517035,246.65176426176475,Two year,Bank transfer,No,No,Yes,Yes,Yes,Yes,0
584,79,Male,5,86.60995535235205,462.70704443119104,One year,Electronic check,DSL,No,No,No,No,No,0
585,47,Female,26,58.52658365826444,1575.0606999154948,One year,Electronic check,DSL,No,Yes,No,No,No,0
586,48,Female,24,102.31914407582892,2604.9547200952766,Month-to-month,Electronic check,DSL,No,Yes,No,Yes,Yes,1
587,38,Male,21,84.91463529454136,1744.104874498811,Month-to-month,Mailed check,Fiber optic,No,Yes,No,No,Yes,1
588,32,Female,1,62.86365861948861,210.8118348055759,Month-to-month,Credit card,DSL,Yes,No,Yes,No,Yes,1
589,57,Male,31,63.95108003957998,1916.5810985610124,Month-to-month,Mailed check,Fiber optic,Yes,No,No,No,No,0
590,32,Male,9,34.92264397119263,447.16843689519806,Month-to-month,Mailed check,Fiber optic,No,Yes,No,Yes,No,1
591,46,Male,26,49.051049028351215,1357.0739874069689,Month-to-month,Credit card,DSL,No,No,Yes,No,Yes,1
592,37,Male,19,37.76762190380714,626.2389582091134,One year,Credit card,DSL,No,Yes,Yes,Yes,Yes,1
593,52,Male,10,95.77936818609032,988.4976055860855,Month-to-month,Bank transfer,Fiber optic,Yes,No,Yes,No,Yes,1
594,50,Female,3,77.33885341156818,226.89297668148538,Two year,Electronic check,Fiber optic,No,No,Yes,No,Yes,1
595,60,Female,2,88.39464577714907,239.34775092179814,Month-to-month,Electronic check,DSL,No,Yes,Yes,Yes,No,0
596,37,Male,42,20.0,817.672841156669,Month-to-month,Electronic check,DSL,No,No,Yes,Yes,Yes,0
597,40,Female,60,27.886258345156314,1642.4508781432057,Month-to-month,Electronic check,Fiber optic,No,No,Yes,No,No,1
598,30,Male,25,95.83603654295223,2532.8103718500906,Month-to-month,Electronic check,No,No,No,Yes,No,Yes,1
599,38,Female,2,67.9665886899637,126.0610879343601,Month-to-month,Bank transfer,DSL,No,No,No,Yes,Yes,1
600,50,Male,12,55.33868653370728,746.706470823664,Two year,Electronic check,Fiber optic,Yes,No,Yes,No,Yes,0
601,56,Female,31,63.75523730204642,1953.8772078590189,One year,Electronic check,DSL,No,No,Yes,No,No,0
602,31,Male,36,92.16578910727522,3484.6347337846605,Month-to-month,Electronic check,DSL,No,No,No,Yes,No,0
603,58,Male,3,46.555457895020744,71.8329107515129,Month-to-month,Bank transfer,DSL,No,No,No,Yes,Yes,1
604,65,Female,1,87.29833878048615,87.29833878048615,One year,Bank transfer,Fiber optic,Yes,No,Yes,No,Yes,1
605,51,Female,29,68.62757785482037,2142.651475901381,One year,Bank transfer,Fiber optic,No,No,No,Yes,Yes,0
606,73,Male,10,112.26268728785267,1078.1322337890015,Month-to-month,Electronic check,No,No,No,Yes,Yes,Yes,1
607,33,Female,7,28.893641463297804,362.3629208595239,One year,Mailed check,Fiber optic,No,No,Yes,Yes,No,1
608,26,Male,1,88.28791198844186,177.47196994792313,Two year,Electronic check,No,No,No,Yes,No,Yes,1
609,18,Female,18,72.16283659036512,1283.4660879704888,One year,Electronic check,DSL,Yes,No,No,Yes,Yes,0
610,67,Female,45,87.0716539627593,3736.8950811224527,Two year,Credit card,DSL,No,No,Yes,No,No,0
611,54,Male,72,45.54409341219695,3277.2428952509968,Two year,Credit card,No,No,Yes,No,No,Yes,0
612,44,Female,20,61.042031333262386,1231.0036320185902,Two year,Bank transfer,Fiber optic,No,No,Yes,Yes,Yes,1
613,49,Female,17,86.91852814373266,1594.3367517738925,Month-to-month,Credit card,No,No,No,No,No,Yes,1
614,28,Male,2,120.0,398.8447176240112,One year,Bank transfer,DSL,No,No,Yes,No,No,1
615,80,Female,19,81.10965746776917,1472.5847739732394,One year,Electronic check,DSL,No,Yes,No,No,Yes,0
616,46,Male,11,52.026325683637964,652.4077589188358,One year,Credit card,Fiber optic,No,Yes,No,Yes,Yes,0
617,46,Male,22,64.37665718264971,1492.8266736196285,Two year,Electronic check,DSL,Yes,No,No,No,No,0
618,55,Male,11,38.15490820862091,527.0452605358745,Month-to-month,Bank transfer,Fiber optic,No,No,Yes,Yes,Yes,1
619,52,Male,6,36.23459304628915,267.27654949128936,Month-to-month,Electronic check,Fiber optic,Yes,No,No,Yes,No,1
620,48,Male,2,56.060955587454,56.060955587454,Month-to-month,Mailed check,DSL,Yes,No,No,No,No,0
621,33,Female,9,86.7311587450787,765.0381854529323,Month-to-month,Bank transfer,DSL,No,No,Yes,Yes,No,1
622,52,Male,2,47.28467454201238,47.28467454201238,Month-to-month,Mailed check,DSL,No,No,No,No,No,1
623,73,Male,4,102.04880363220343,387.9346372370063,One year,Electronic check,DSL,No,No,No,Yes,Yes,1
624,65,Female,72,88.29003289789878,6454.882792262101,Month-to-month,Mailed check,Fiber optic,Yes,No,No,Yes,Yes,0
625,68,Female,14,63.7810501866822,923.4497862010481,One year,Mailed check,DSL,No,No,Yes,No,No,0
626,37,Female,18,76.60611044490544,1493.7190746480412,One year,Credit card,DSL,No,No,No,Yes,Yes,0
627,30,Male,49,99.88022600098012,4928.306466119379,Month-to-month,Credit card,No,Yes,No,Yes,No,Yes,1
628,43,Male,72,79.99280714048571,5629.649520148081,Month-to-month,Mailed check,Fiber optic,No,Yes,No,No,No,1
629,45,Male,20,73.9038439297463,1225.9921779376525,One year,Electronic check,DSL,No,Yes,No,Yes,Yes,1
630,61,Female,40,67.56714317511054,2717.566603172381,One year,Credit card,Fiber optic,Yes,No,No,No,Yes,0
631,19,Male,9,63.44151904165059,549.5810247397387,Two year,Electronic check,No,No,No,Yes,Yes,No,0
632,67,Female,8,58.81296292923661,372.80912949570467,Two year,Electronic check,DSL,No,No,No,Yes,No,1
633,42,Male,12,22.554045217773762,100.58581764814735,Two year,Mailed check,Fiber optic,No,Yes,Yes,No,No,0
634,38,Female,26,97.30422912609407,2456.435635931175,One year,Credit card,Fiber optic,Yes,No,No,Yes,No,1
635,29,Male,27,81.01110739775153,2167.850751252814,Two year,Electronic check,DSL,No,No,No,Yes,No,0
636,20,Male,9,73.51493772775164,728.2222219204039,Two year,Electronic check,Fiber optic,No,No,No,No,No,1
637,57,Male,3,84.32892757945032,271.849890895149,Two year,Mailed check,No,No,No,Yes,No,Yes,1
638,46,Female,24,34.04274128350991,977.8325155215108,Month-to-month,Electronic check,No,Yes,No,Yes,No,No,0
639,25,Female,3,55.713722652590924,63.580762353233354,Two year,Bank transfer,DSL,No,No,Yes,No,Yes,0
640,25,Male,20,33.338493123022495,754.8757516661932,Month-to-month,Mailed check,DSL,No,No,No,No,Yes,1
641,39,Male,28,120.0,3364.7298743128727,One year,Mailed check,No,Yes,Yes,Yes,No,Yes,0
642,70,Male,28,44.30445375757393,1309.9916176239285,Month-to-month,Electronic check,Fiber optic,No,Yes,No,No,Yes,0
643,41,Female,33,47.46540186486392,1522.706775213955,Month-to-month,Electronic check,DSL,No,Yes,No,No,Yes,0
644,22,Male,49,44.92217798673052,2308.3547587388543,Month-to-month,Credit card,Fiber optic,Yes,No,Yes,Yes,Yes,0
645,41,Male,16,79.19210052475285,1296.5960842305699,Month-to-month,Credit card,DSL,No,Yes,Yes,No,Yes,1
646,40,Male,31,68.51522658815212,2056.0275257409407,Month-to-month,Electronic check,DSL,No,Yes,Yes,No,Yes,0
647,18,Male,23,26.63622414120717,611.4307523564461,Two year,Electronic check,No,Yes,Yes,Yes,No,Yes,0
648,44,Female,4,84.76798971225351,315.11637295530414,Month-to-month,Electronic check,DSL,No,Yes,No,No,No,0
649,41,Female,1,84.6291858265682,133.54702089034757,Month-to-month,Bank transfer,DSL,No,No,No,Yes,No,1
650,55,Male,8,65.94545642156129,409.58597643503947,Month-to-month,Bank transfer,DSL,Yes,Yes,No,Yes,No,0
651,72,Male,14,95.36824444703487,1332.2202520469189,One year,Mailed check,Fiber optic,No,No,Yes,No,Yes,0
652,61,Female,23,120.0,2799.530725264933,Month-to-month,Bank transfer,DSL,No,No,No,Yes,No,1
653,40,Female,45,92.98769791733923,4187.748736999569,Month-to-month,Bank transfer,Fiber optic,No,Yes,Yes,No,Yes,0
654,28,Male,5,41.94198070811422,344.4040279794707,Month-to-month,Credit card,Fiber optic,No,No,Yes,Yes,Yes,0
655,80,Female,3,74.61992741127354,301.2620596409259,One year,Electronic check,No,No,No,No,No,No,1
656,45,Female,72,64.83745016969667,4667.5483325440855,Month-to-month,Electronic check,DSL,No,No,No,No,No,1
657,45,Male,2,82.64580108847898,186.96051192672527,Month-to-month,Electronic check,No,No,Yes,Yes,Yes,No,1
658,44,Female,15,27.01563394438486,434.80106431397286,Month-to-month,Credit card,DSL,No,No,No,No,No,0
659,47,Female,21,66.20025712839575,1430.535360112993,Two year,Credit card,Fiber optic,No,No,No,No,Yes,1
660,42,Male,18,33.52018501045126,420.79753062166185,Month-to-month,Bank transfer,Fiber optic,No,Yes,No,Yes,No,1
661,36,Male,2,89.54092884368524,148.92922811043576,One year,Electronic check,DSL,No,Yes,Yes,No,No,0
662,36,Female,1,80.87051772877261,80.87051772877261,Month-to-month,Electronic check,Fiber optic,No,No,No,No,No,1
663,44,Male,2,23.631969802502823,175.0920343509543,Month-to-month,Electronic check,DSL,Yes,No,No,Yes,No,1
664,36,Female,21,63.63055770598407,1330.1567598253725,Month-to-month,Bank transfer,DSL,No,No,No,No,Yes,0
665,34,Male,18,74.7217448869622,1325.6573129973572,Month-to-month,Electronic check,DSL,No,No,No,Yes,Yes,0
666,46,Female,6,49.73557743633327,388.09319782132314,Month-to-month,Electronic check,Fiber optic,No,Yes,No,Yes,Yes,1
667,41,Male,24,89.25921759008155,2184.4537019069444,Month-to-month,Bank transfer,DSL,No,No,No,No,Yes,1
668,67,Female,41,76.01323092755864,3003.679016591984,Month-to-month,Electronic check,DSL,Yes,No,Yes,No,Yes,0
669,18,Female,1,82.3336950545868,82.3336950545868,One year,Mailed check,DSL,No,No,No,No,Yes,0
670,61,Female,16,62.82028279365923,971.6078273759092,Two year,Electronic check,Fiber optic,No,No,Yes,Yes,No,1
671,63,Male,28,42.098290265377976,1004.298838569978,Month-to-month,Credit card,Fiber optic,No,No,Yes,Yes,No,1
672,18,Male,6,25.309290864831784,82.82812186527025,One year,Bank transfer,DSL,Yes,No,No,Yes,No,0
673,39,Female,8,76.48338332149464,593.5130343703106,Two year,Credit card,DSL,No,No,Yes,No,Yes,0
674,39,Female,22,65.11532190634023,1421.0419887903008,Two year,Mailed check,Fiber optic,No,No,No,No,Yes,0
675,23,Male,54,81.76082709058124,4266.861520523656,Month-to-month,Credit card,Fiber optic,Yes,No,No,No,No,1
676,33,Male,39,63.39176547453972,2587.4454118117965,One year,Credit card,Fiber optic,No,No,No,Yes,Yes,1
677,28,Male,20,74.25683490748025,1474.9263922604612,Month-to-month,Bank transfer,No,No,No,No,No,No,1
678,71,Male,31,91.91361294871008,2853.0773090760686,One year,Credit card,DSL,No,No,Yes,No,No,1
679,59,Male,10,51.18208609314467,551.8850247654303,Month-to-month,Mailed check,No,No,No,No,No,Yes,1
680,64,Male,24,39.34994789546714,865.5911241008442,Month-to-month,Mailed check,DSL,No,Yes,No,Yes,No,0
681,55,Female,15,82.23527197344579,1279.1646769149565,Month-to-month,Electronic check,No,No,No,Yes,No,Yes,1
682,28,Male,5,51.51091102499883,220.8470905231759,Month-to-month,Bank transfer,DSL,Yes,No,Yes,No,No,0
683,37,Female,29,61.78404354472632,1702.0787087323442,One year,Bank transfer,Fiber optic,Yes,No,Yes,No,Yes,0
684,52,Male,19,95.09389619121849,1864.1287769686912,Month-to-month,Credit card,DSL,Yes,No,No,Yes,Yes,1
685,26,Male,10,80.64498717864103,955.6172576665911,One year,Electronic check,DSL,Yes,Yes,No,No,No,0
686,55,Female,58,49.976268208464724,2971.106493439537,Month-to-month,Mailed check,No,No,No,Yes,Yes,No,0
687,41,Female,1,53.47971438119392,145.77747089523697,Month-to-month,Electronic check,Fiber optic,No,Yes,No,Yes,No,1
688,39,Male,9,51.238658603386966,409.0848667742528,One year,Bank transfer,No,Yes,Yes,Yes,No,Yes,1
689,55,Female,1,63.46972903147588,63.46972903147588,Two year,Electronic check,Fiber optic,Yes,No,No,No,No,1
690,51,Female,34,45.69194662355979,1702.539937411017,Month-to-month,Credit card,Fiber optic,No,No,No,No,No,1
691,39,Female,29,76.335882554658,2419.192083025558,Month-to-month,Electronic check,DSL,Yes,No,Yes,Yes,No,1
692,62,Female,9,79.56100847670803,870.3297536673405,Two year,Electronic check,No,No,No,No,No,No,1
693,28,Male,27,73.83276858720455,1959.906157956548,Month-to-month,Credit card,Fiber optic,Yes,Yes,No,No,No,0
694,54,Female,12,106.34162799053888,1160.636102013582,Two year,Mailed check,Fiber optic,No,No,No,Yes,No,1
695,53,Male,33,77.27600866641528,2443.5400162097476,One year,Electronic check,Fiber optic,No,No,Yes,No,Yes,0
696,40,Male,14,92.9966642058973,1133.5800421211572,Month-to-month,Mailed check,Fiber optic,No,Yes,Yes,No,Yes,1
697,49,Male,12,48.557473461332705,571.9518196949879,Month-to-month,Electronic check,No,No,No,Yes,No,Yes,0
698,26,Male,65,80.1531826278266,5370.524666616974,Month-to-month,Credit card,DSL,No,No,No,Yes,No,1
699,58,Female,6,58.89558247519778,339.2072316639623,Month-to-month,Bank transfer,DSL,Yes,No,No,No,No,0
700,42,Female,3,37.0960242995846,141.52036293358125,Two year,Electronic check,DSL,No,No,Yes,Yes,No,1
701,37,Male,21,81.03629989584785,1839.3219942432256,One year,Bank transfer,Fiber optic,No,No,No,Yes,Yes,0
702,60,Male,72,90.44763812940303,6471.820414133778,One year,Electronic check,DSL,No,No,Yes,Yes,Yes,1
703,34,Male,11,66.04066259449885,930.0004342114469,One year,Credit card,DSL,No,No,Yes,Yes,Yes,0
704,23,Male,1,56.23913472596507,255.4485754757104,Month-to-month,Credit card,DSL,No,Yes,No,No,Yes,1
705,21,Female,9,67.22096264563274,591.8775299426464,One year,Credit card,Fiber optic,No,No,Yes,No,Yes,0
706,54,Male,16,59.381204163208984,892.3458402094225,Month-to-month,Mailed check,Fiber optic,No,Yes,Yes,No,No,0
707,25,Female,4,23.81602983752132,164.98792398911658,One year,Mailed check,DSL,No,No,Yes,Yes,Yes,0
708,71,Male,25,67.6556890399614,1656.6397317471492,Month-to-month,Electronic check,No,Yes,No,No,No,Yes,1
709,18,Male,72,22.555823386780496,1508.363762141462,One year,Bank transfer,No,No,No,No,No,Yes,0
710,70,Male,14,110.99464837750068,1682.0489426373076,Two year,Bank transfer,DSL,No,Yes,No,No,No,1
711,48,Male,10,69.44917668560443,816.1365055837523,Month-to-month,Mailed check,Fiber optic,Yes,No,No,No,No,1
712,43,Female,12,40.9212809359497,506.6065316077525,Month-to-month,Credit card,Fiber optic,Yes,Yes,No,Yes,Yes,1
713,36,Female,2,109.89101948616144,109.89101948616144,One year,Electronic check,DSL,Yes,No,Yes,No,No,1
714,50,Female,51,41.92752508784258,2015.351154358233,Month-to-month,Electronic check,DSL,No,No,No,Yes,Yes,0
715,44,Male,12,40.887879018352635,501.3774770621469,One year,Electronic check,Fiber optic,No,No,No,No,Yes,1
716,61,Male,11,52.29057343713226,525.2092043579516,Two year,Electronic check,Fiber optic,Yes,Yes,No,No,Yes,1
717,46,Female,25,83.37519955187287,2050.2706955826607,Month-to-month,Electronic check,DSL,No,No,No,No,Yes,0
718,47,Female,14,73.75963217947616,1134.8311660186664,Month-to-month,Bank transfer,No,No,No,No,No,No,0
719,39,Male,25,70.99295813571428,1848.1418851351125,One year,Mailed check,Fiber optic,No,No,Yes,No,No,0
720,44,Male,1,63.58439314248072,201.398661192242,Month-to-month,Electronic check,Fiber optic,Yes,No,No,Yes,No,1
721,49,Female,40,79.33697021168645,3074.416486129732,Month-to-month,Credit card,DSL,No,Yes,Yes,No,Yes,1
722,19,Male,67,65.15675977595262,4331.183748120154,Two year,Electronic check,Fiber optic,No,No,No,No,Yes,0
723,24,Male,25,25.050913332056574,702.1710028474256,One year,Bank transfer,DSL,No,No,Yes,Yes,Yes,0
724,56,Female,72,64.42796947616661,4683.621636385285,Month-to-month,Mailed check,Fiber optic,No,No,Yes,Yes,Yes,0
725,47,Male,3,20.0,213.23803825876217,Month-to-month,Bank transfer,Fiber optic,No,No,No,Yes,Yes,1
726,42,Female,15,70.15935716693038,1094.4440280943625,One year,Credit card,Fiber optic,No,Yes,Yes,No,Yes,0
727,45,Male,22,45.59403886740882,1187.8797654935493,One year,Electronic check,DSL,Yes,No,No,No,No,0
